gene	disease
uniprotkb:Q7RTS3	Diabetes mellitus
uniprotkb:A0A1W2PQC4	Diabetes mellitus
uniprotkb:A0A1W2PPH2	Diabetes mellitus
uniprotkb:C9J8V9	Cancer
uniprotkb:Q9P1W9	Cancer
uniprotkb:A0A024QYW7	Cancer
uniprotkb:A0A5F9ZHG5	Retinitis pigmentosa
uniprotkb:A0A5F9ZH71	Retinitis pigmentosa
uniprotkb:A0A5F9ZHQ0	Retinitis pigmentosa
uniprotkb:A0A5F9ZGT4	Retinitis pigmentosa
uniprotkb:Q8N2K0	Retinitis pigmentosa
uniprotkb:A0A5F9ZHQ8	Retinitis pigmentosa
uniprotkb:I3L294	Retinitis pigmentosa
uniprotkb:A0A5F9ZHB5	Retinitis pigmentosa
uniprotkb:A0A5F9ZGW7	Retinitis pigmentosa
uniprotkb:A0A5F9ZHM3	Retinitis pigmentosa
uniprotkb:Q5T712	Retinitis pigmentosa
uniprotkb:I3L1V0	Retinitis pigmentosa
uniprotkb:I3L380	Retinitis pigmentosa
uniprotkb:I3L206	Retinitis pigmentosa
uniprotkb:A0A5F9ZH49	Retinitis pigmentosa
uniprotkb:A0A5F9ZGZ9	Retinitis pigmentosa
uniprotkb:A0A5F9ZHH2	Retinitis pigmentosa
uniprotkb:A0A5F9ZH28	Retinitis pigmentosa
uniprotkb:I3L440	Retinitis pigmentosa
uniprotkb:A0A5F9ZHF0	Retinitis pigmentosa
uniprotkb:A0A5F9ZHG5	Charcot-Marie-Tooth disease
uniprotkb:A0A5F9ZH71	Charcot-Marie-Tooth disease
uniprotkb:A0A5F9ZHQ0	Charcot-Marie-Tooth disease
uniprotkb:A0A5F9ZGT4	Charcot-Marie-Tooth disease
uniprotkb:Q8N2K0	Charcot-Marie-Tooth disease
uniprotkb:A0A5F9ZHQ8	Charcot-Marie-Tooth disease
uniprotkb:I3L294	Charcot-Marie-Tooth disease
uniprotkb:A0A5F9ZHB5	Charcot-Marie-Tooth disease
uniprotkb:A0A5F9ZGW7	Charcot-Marie-Tooth disease
uniprotkb:A0A5F9ZHM3	Charcot-Marie-Tooth disease
uniprotkb:Q5T712	Charcot-Marie-Tooth disease
uniprotkb:I3L1V0	Charcot-Marie-Tooth disease
uniprotkb:I3L380	Charcot-Marie-Tooth disease
uniprotkb:I3L206	Charcot-Marie-Tooth disease
uniprotkb:A0A5F9ZH49	Charcot-Marie-Tooth disease
uniprotkb:A0A5F9ZGZ9	Charcot-Marie-Tooth disease
uniprotkb:A0A5F9ZHH2	Charcot-Marie-Tooth disease
uniprotkb:A0A5F9ZH28	Charcot-Marie-Tooth disease
uniprotkb:I3L440	Charcot-Marie-Tooth disease
uniprotkb:A0A5F9ZHF0	Charcot-Marie-Tooth disease
uniprotkb:A0A5F9ZHG5	Cataract
uniprotkb:A0A5F9ZH71	Cataract
uniprotkb:A0A5F9ZHQ0	Cataract
uniprotkb:A0A5F9ZGT4	Cataract
uniprotkb:Q8N2K0	Cataract
uniprotkb:A0A5F9ZHQ8	Cataract
uniprotkb:I3L294	Cataract
uniprotkb:A0A5F9ZHB5	Cataract
uniprotkb:A0A5F9ZGW7	Cataract
uniprotkb:A0A5F9ZHM3	Cataract
uniprotkb:Q5T712	Cataract
uniprotkb:I3L1V0	Cataract
uniprotkb:I3L380	Cataract
uniprotkb:I3L206	Cataract
uniprotkb:A0A5F9ZH49	Cataract
uniprotkb:A0A5F9ZGZ9	Cataract
uniprotkb:A0A5F9ZHH2	Cataract
uniprotkb:A0A5F9ZH28	Cataract
uniprotkb:I3L440	Cataract
uniprotkb:A0A5F9ZHF0	Cataract
uniprotkb:A0A5F9ZHG5	Neuropathy
uniprotkb:A0A5F9ZH71	Neuropathy
uniprotkb:A0A5F9ZHQ0	Neuropathy
uniprotkb:A0A5F9ZGT4	Neuropathy
uniprotkb:Q8N2K0	Neuropathy
uniprotkb:A0A5F9ZHQ8	Neuropathy
uniprotkb:I3L294	Neuropathy
uniprotkb:A0A5F9ZHB5	Neuropathy
uniprotkb:A0A5F9ZGW7	Neuropathy
uniprotkb:A0A5F9ZHM3	Neuropathy
uniprotkb:Q5T712	Neuropathy
uniprotkb:I3L1V0	Neuropathy
uniprotkb:I3L380	Neuropathy
uniprotkb:I3L206	Neuropathy
uniprotkb:A0A5F9ZH49	Neuropathy
uniprotkb:A0A5F9ZGZ9	Neuropathy
uniprotkb:A0A5F9ZHH2	Neuropathy
uniprotkb:A0A5F9ZH28	Neuropathy
uniprotkb:I3L440	Neuropathy
uniprotkb:A0A5F9ZHF0	Neuropathy
uniprotkb:Q5SNW5	Alopecia areata
uniprotkb:F8W9T8	Alopecia areata
uniprotkb:P42898	Alopecia areata
uniprotkb:L7P8G6	Alopecia areata
uniprotkb:A0A286YF47	Alopecia areata
uniprotkb:Q5SNW7	Alopecia areata
uniprotkb:A0A286YFD0	Alopecia areata
uniprotkb:A0A1B0GXD9	Alopecia areata
uniprotkb:A0A286YF17	Alopecia areata
uniprotkb:A8MST6	cone-rod dystrophy
uniprotkb:A0A2R8YFB0	cone-rod dystrophy
uniprotkb:A0A2U3TZI9	cone-rod dystrophy
uniprotkb:Q5JTW2	cone-rod dystrophy
uniprotkb:A0A2R8Y4C1	cone-rod dystrophy
uniprotkb:A0A2R8Y7M8	cone-rod dystrophy
uniprotkb:A0A2R8Y7A4	cone-rod dystrophy
uniprotkb:A0A2R8Y589	cone-rod dystrophy
uniprotkb:A0A2R8Y432	cone-rod dystrophy
uniprotkb:A0A2R8YCP0	cone-rod dystrophy
uniprotkb:A0A2R8Y7U5	cone-rod dystrophy
uniprotkb:A0A2R8Y5W6	cone-rod dystrophy
uniprotkb:P35226	Cancer
uniprotkb:Q5T8Z4	Cancer
uniprotkb:Q5T8Z6	Cancer
uniprotkb:Q5T8Z2	Cancer
uniprotkb:B7WNQ9	Diamond-Blackfan anemia
uniprotkb:P15976	Diamond-Blackfan anemia
uniprotkb:A0A8Q3SIT6	Diamond-Blackfan anemia
uniprotkb:A0A8Q3SIP6	Diamond-Blackfan anemia
uniprotkb:A0A8Q3SIN3	Diamond-Blackfan anemia
uniprotkb:B7WNQ9	Congenital hemolytic anemia
uniprotkb:P15976	Congenital hemolytic anemia
uniprotkb:A0A8Q3SIT6	Congenital hemolytic anemia
uniprotkb:A0A8Q3SIP6	Congenital hemolytic anemia
uniprotkb:A0A8Q3SIN3	Congenital hemolytic anemia
uniprotkb:Q9NZR4	Keratoconus
uniprotkb:Q92753	Epilepsy
uniprotkb:Q58EY0	Epilepsy
uniprotkb:A0A1L4FMK7	Epilepsy
uniprotkb:Q16384	Cancer
uniprotkb:Q6P4Q7	cone-rod dystrophy
uniprotkb:Q6P4Q7	cone-rod dystrophy
uniprotkb:Q6P4Q7	Amelogenesis imperfecta
uniprotkb:P07204	hemolytic-uremic syndrome
uniprotkb:H0Y3D4	Epilepsy
uniprotkb:A2A3F7	Epilepsy
uniprotkb:G5E9G1	Epilepsy
uniprotkb:A0A7I2V4C9	Epilepsy
uniprotkb:A2A3F3	Epilepsy
uniprotkb:H7BYP1	Epilepsy
uniprotkb:Q504Y1	Epilepsy
uniprotkb:A2A3F4	Epilepsy
uniprotkb:Q4VXD4	Epilepsy
uniprotkb:E9PBI7	Epilepsy
uniprotkb:H0Y3D4	Cataract
uniprotkb:A2A3F7	Cataract
uniprotkb:G5E9G1	Cataract
uniprotkb:A0A7I2V4C9	Cataract
uniprotkb:A2A3F3	Cataract
uniprotkb:H7BYP1	Cataract
uniprotkb:Q504Y1	Cataract
uniprotkb:A2A3F4	Cataract
uniprotkb:Q4VXD4	Cataract
uniprotkb:E9PBI7	Cataract
uniprotkb:P14373	Cancer
uniprotkb:A0A0G2JIZ4	Cancer
uniprotkb:A0A140T9V9	Cancer
uniprotkb:Q9HAN9	Leber congenital amaurosis
uniprotkb:A0A024R4E1	Leber congenital amaurosis
uniprotkb:B1AN62	Leber congenital amaurosis
uniprotkb:Q9HAN9	Leber congenital amaurosis
uniprotkb:A0A024R4E1	Leber congenital amaurosis
uniprotkb:B1AN62	Leber congenital amaurosis
uniprotkb:P24530	Hirschsprung's disease
uniprotkb:A0A024R645	Hirschsprung's disease
uniprotkb:A0A2R8YGF7	Hirschsprung's disease
uniprotkb:A0A2R8Y748	Hirschsprung's disease
uniprotkb:A0A024R638	Hirschsprung's disease
uniprotkb:P24530	Hirschsprung's disease
uniprotkb:A0A024R645	Hirschsprung's disease
uniprotkb:A0A2R8YGF7	Hirschsprung's disease
uniprotkb:A0A2R8Y748	Hirschsprung's disease
uniprotkb:A0A024R638	Hirschsprung's disease
uniprotkb:P02792	Neurodegenerative disease
uniprotkb:A0A384MDR3	Neurodegenerative disease
uniprotkb:P02792	Cataract
uniprotkb:A0A384MDR3	Cataract
uniprotkb:O75593	Right atrial isomerism
uniprotkb:O75593	Holoprosencephaly
uniprotkb:A0A1W2PQB4	Epilepsy
uniprotkb:A0A0S2Z4S6	Epilepsy
uniprotkb:A0A0S2Z4Q7	Epilepsy
uniprotkb:A0A1W2PRT0	Epilepsy
uniprotkb:Q9UNP4	Epilepsy
uniprotkb:A0A1W2PPF6	Epilepsy
uniprotkb:A0A1W2PR45	Epilepsy
uniprotkb:A0A1X7SBT2	Epilepsy
uniprotkb:A0A1W2PR24	Epilepsy
uniprotkb:F8WEA8	Epilepsy
uniprotkb:A0A1W2PR43	Epilepsy
uniprotkb:A0A1W2PPT1	Epilepsy
uniprotkb:A0A1W2PR69	Epilepsy
uniprotkb:A0A1W2PQH5	Epilepsy
uniprotkb:A0A1W2PQ01	Epilepsy
uniprotkb:A0A1W2PQQ6	Epilepsy
uniprotkb:A0A1W2PP52	Epilepsy
uniprotkb:A0A1W2PP90	Epilepsy
uniprotkb:E7EPY0	Epilepsy
uniprotkb:A0A1W2PQR0	Epilepsy
uniprotkb:A0A1W2PRP8	Epilepsy
uniprotkb:C9JYS9	Epilepsy
uniprotkb:A0A1W2PPG4	Epilepsy
uniprotkb:A0A1W2PQ08	Epilepsy
uniprotkb:A0A087WZY0	Neurodegenerative disease
uniprotkb:A0A1B0GTV7	Neurodegenerative disease
uniprotkb:O75503	Neurodegenerative disease
uniprotkb:A0A1B0GTR6	Neurodegenerative disease
uniprotkb:A0A1B0GUE8	Neurodegenerative disease
uniprotkb:A0A1C7CYZ2	Neurodegenerative disease
uniprotkb:A0A1B0GU14	Neurodegenerative disease
uniprotkb:A0A1B0GV94	Neurodegenerative disease
uniprotkb:A0A087WZY0	Neuronal ceroid lipofuscinosis
uniprotkb:A0A1B0GTV7	Neuronal ceroid lipofuscinosis
uniprotkb:O75503	Neuronal ceroid lipofuscinosis
uniprotkb:A0A1B0GTR6	Neuronal ceroid lipofuscinosis
uniprotkb:A0A1B0GUE8	Neuronal ceroid lipofuscinosis
uniprotkb:A0A1C7CYZ2	Neuronal ceroid lipofuscinosis
uniprotkb:A0A1B0GU14	Neuronal ceroid lipofuscinosis
uniprotkb:A0A1B0GV94	Neuronal ceroid lipofuscinosis
uniprotkb:A0A087WZY0	Epilepsy
uniprotkb:A0A1B0GTV7	Epilepsy
uniprotkb:O75503	Epilepsy
uniprotkb:A0A1B0GTR6	Epilepsy
uniprotkb:A0A1B0GUE8	Epilepsy
uniprotkb:A0A1C7CYZ2	Epilepsy
uniprotkb:A0A1B0GU14	Epilepsy
uniprotkb:A0A1B0GV94	Epilepsy
uniprotkb:A0A3B3IRT3	Diabetes mellitus
uniprotkb:Q5JU47	Diabetes mellitus
uniprotkb:O60343	Diabetes mellitus
uniprotkb:E9PJR0	Cancer
uniprotkb:E9PNQ7	Cancer
uniprotkb:H0YDZ5	Cancer
uniprotkb:Q9Y2N7	Cancer
uniprotkb:E9PLC8	Cancer
uniprotkb:M0R104	Cancer
uniprotkb:Q9BQP7	Chronic progressive external ophthalmoplegia
uniprotkb:Q5QPE7	Chronic progressive external ophthalmoplegia
uniprotkb:Q5QPE8	Chronic progressive external ophthalmoplegia
uniprotkb:E9PDL2	Neurodegenerative disease
uniprotkb:P42658	Neurodegenerative disease
uniprotkb:Q8IYG9	Neurodegenerative disease
uniprotkb:A0A087WTG7	Neurodegenerative disease
uniprotkb:E9PF59	Neurodegenerative disease
uniprotkb:H0YA99	Coloboma
uniprotkb:E7ETY2	Coloboma
uniprotkb:Q13428	Coloboma
uniprotkb:A0A2R8Y857	Coloboma
uniprotkb:H0Y8Y7	Coloboma
uniprotkb:A0A3B3IS06	Coloboma
uniprotkb:A0A2R8Y4M7	Coloboma
uniprotkb:Q12934	Cataract
uniprotkb:O95980	Cancer
uniprotkb:F5H5V6	Urinary bladder cancer
uniprotkb:A0A6Q8PHJ0	Urinary bladder cancer
uniprotkb:A0A6Q8PH94	Urinary bladder cancer
uniprotkb:A0A804HLJ3	Urinary bladder cancer
uniprotkb:F5H6S1	Urinary bladder cancer
uniprotkb:O15550	Urinary bladder cancer
uniprotkb:A0A6Q8PG32	Urinary bladder cancer
uniprotkb:A0A6Q8PGG6	Urinary bladder cancer
uniprotkb:A0A6Q8PHB6	Urinary bladder cancer
uniprotkb:A0A087X0R0	Urinary bladder cancer
uniprotkb:A0A6Q8PFD0	Urinary bladder cancer
uniprotkb:A0A087WUN6	Urinary bladder cancer
uniprotkb:A0A804HIZ7	Urinary bladder cancer
uniprotkb:A0A6Q8PG92	Urinary bladder cancer
uniprotkb:A0A6Q8PGN0	Urinary bladder cancer
uniprotkb:A0A6Q8PFK0	Urinary bladder cancer
uniprotkb:F8W8R6	Urinary bladder cancer
uniprotkb:A0A804HJA2	Urinary bladder cancer
uniprotkb:A6NFK2	Nonsyndromic deafness
uniprotkb:A0A1W2PQQ7	Nonsyndromic deafness
uniprotkb:A6NFK2	Nonsyndromic deafness
uniprotkb:A0A1W2PQQ7	Nonsyndromic deafness
uniprotkb:Q9NZU0	Klinefelter syndrome
uniprotkb:Q9NZU0	Kallmann syndrome
uniprotkb:Q9NZU0	Kallmann syndrome
uniprotkb:A0A0A0MRV1	Neurodegenerative disease
uniprotkb:Q9HCG7	Neurodegenerative disease
uniprotkb:A0A0A0MRV1	Hereditary spastic paraplegia
uniprotkb:Q9HCG7	Hereditary spastic paraplegia
uniprotkb:Q5TEU4	Mitochondrial complex I deficiency
uniprotkb:B3KR61	Mitochondrial complex I deficiency
uniprotkb:Q5TEU4	Leigh disease
uniprotkb:B3KR61	Leigh disease
uniprotkb:Q5TEU4	Leigh disease
uniprotkb:B3KR61	Leigh disease
uniprotkb:O75161	Senior-Loken syndrome
uniprotkb:D6RA06	Senior-Loken syndrome
uniprotkb:O75161	Senior-Loken syndrome
uniprotkb:D6RA06	Senior-Loken syndrome
uniprotkb:O75161	Nephronophthisis
uniprotkb:D6RA06	Nephronophthisis
uniprotkb:O75161	Nephronophthisis
uniprotkb:D6RA06	Nephronophthisis
uniprotkb:O75161	Leber congenital amaurosis
uniprotkb:D6RA06	Leber congenital amaurosis
uniprotkb:X6R5A3	Neurodegenerative disease
uniprotkb:O95551	Neurodegenerative disease
uniprotkb:X6R5A3	Autosomal dominant cerebellar ataxia
uniprotkb:O95551	Autosomal dominant cerebellar ataxia
uniprotkb:A0A6Q8PH38	Joubert syndrome
uniprotkb:J3QLL3	Joubert syndrome
uniprotkb:Q5SR27	Joubert syndrome
uniprotkb:O60308	Joubert syndrome
uniprotkb:A0A6Q8PH14	Joubert syndrome
uniprotkb:A0A6Q8PFR4	Joubert syndrome
uniprotkb:A0A6Q8PG89	Joubert syndrome
uniprotkb:A0A6Q8PGB3	Joubert syndrome
uniprotkb:A0A6Q8PH69	Joubert syndrome
uniprotkb:A0A6Q8PHR0	Joubert syndrome
uniprotkb:A0A6Q8PHE1	Joubert syndrome
uniprotkb:A0A6Q8PGF0	Joubert syndrome
uniprotkb:A0A6Q8PGQ7	Joubert syndrome
uniprotkb:Q5TCU3	Nemaline myopathy
uniprotkb:P07951	Nemaline myopathy
uniprotkb:U3KQK2	Nemaline myopathy
uniprotkb:A7XZE4	Nemaline myopathy
uniprotkb:V9HW25	Nemaline myopathy
uniprotkb:Q5TCU3	Nemaline myopathy
uniprotkb:P07951	Nemaline myopathy
uniprotkb:U3KQK2	Nemaline myopathy
uniprotkb:A7XZE4	Nemaline myopathy
uniprotkb:V9HW25	Nemaline myopathy
uniprotkb:O15350	Lissencephaly
uniprotkb:A1PQX5	Lissencephaly
uniprotkb:A0A0C4DFW9	Lissencephaly
uniprotkb:O15350	Cancer
uniprotkb:A1PQX5	Cancer
uniprotkb:A0A0C4DFW9	Cancer
uniprotkb:O15350	Primary ciliary dyskinesia
uniprotkb:A1PQX5	Primary ciliary dyskinesia
uniprotkb:A0A0C4DFW9	Primary ciliary dyskinesia
uniprotkb:D6RB42	Neurodegenerative disease
uniprotkb:Q9BRK0	Neurodegenerative disease
uniprotkb:B4DE60	Neurodegenerative disease
uniprotkb:A8K3D2	Neurodegenerative disease
uniprotkb:D6RB42	Hereditary spastic paraplegia
uniprotkb:Q9BRK0	Hereditary spastic paraplegia
uniprotkb:B4DE60	Hereditary spastic paraplegia
uniprotkb:A8K3D2	Hereditary spastic paraplegia
uniprotkb:P43657	Hypotrichosis
uniprotkb:A0A1B0GVZ1	Neurodegenerative disease
uniprotkb:A0A1B0GWJ8	Neurodegenerative disease
uniprotkb:A0A1B0GVW0	Neurodegenerative disease
uniprotkb:A0A1B0GV60	Neurodegenerative disease
uniprotkb:A0A1B0GTU8	Neurodegenerative disease
uniprotkb:H7C3E1	Neurodegenerative disease
uniprotkb:A0A1B0GUT7	Neurodegenerative disease
uniprotkb:O75787	Neurodegenerative disease
uniprotkb:B7Z413	Neurodegenerative disease
uniprotkb:B7Z1I9	Neurodegenerative disease
uniprotkb:A0A1B0GW13	Neurodegenerative disease
uniprotkb:A0A1B0GTD6	Neurodegenerative disease
uniprotkb:H7C240	Neurodegenerative disease
uniprotkb:A0A1B0GVI9	Neurodegenerative disease
uniprotkb:A0A1C7CYW4	Neurodegenerative disease
uniprotkb:A0A1B0GU12	Neurodegenerative disease
uniprotkb:A0A1B0GVC7	Neurodegenerative disease
uniprotkb:A0A1B0GWD6	Neurodegenerative disease
uniprotkb:A0A1B0GVB9	Neurodegenerative disease
uniprotkb:A0A1B0GV24	Neurodegenerative disease
uniprotkb:A0A1B0GVZ1	Parkinson's disease
uniprotkb:A0A1B0GWJ8	Parkinson's disease
uniprotkb:A0A1B0GVW0	Parkinson's disease
uniprotkb:A0A1B0GV60	Parkinson's disease
uniprotkb:A0A1B0GTU8	Parkinson's disease
uniprotkb:H7C3E1	Parkinson's disease
uniprotkb:A0A1B0GUT7	Parkinson's disease
uniprotkb:O75787	Parkinson's disease
uniprotkb:B7Z413	Parkinson's disease
uniprotkb:B7Z1I9	Parkinson's disease
uniprotkb:A0A1B0GW13	Parkinson's disease
uniprotkb:A0A1B0GTD6	Parkinson's disease
uniprotkb:H7C240	Parkinson's disease
uniprotkb:A0A1B0GVI9	Parkinson's disease
uniprotkb:A0A1C7CYW4	Parkinson's disease
uniprotkb:A0A1B0GU12	Parkinson's disease
uniprotkb:A0A1B0GVC7	Parkinson's disease
uniprotkb:A0A1B0GWD6	Parkinson's disease
uniprotkb:A0A1B0GVB9	Parkinson's disease
uniprotkb:A0A1B0GV24	Parkinson's disease
uniprotkb:A0A1B0GVZ1	Epilepsy
uniprotkb:A0A1B0GWJ8	Epilepsy
uniprotkb:A0A1B0GVW0	Epilepsy
uniprotkb:A0A1B0GV60	Epilepsy
uniprotkb:A0A1B0GTU8	Epilepsy
uniprotkb:H7C3E1	Epilepsy
uniprotkb:A0A1B0GUT7	Epilepsy
uniprotkb:O75787	Epilepsy
uniprotkb:B7Z413	Epilepsy
uniprotkb:B7Z1I9	Epilepsy
uniprotkb:A0A1B0GW13	Epilepsy
uniprotkb:A0A1B0GTD6	Epilepsy
uniprotkb:H7C240	Epilepsy
uniprotkb:A0A1B0GVI9	Epilepsy
uniprotkb:A0A1C7CYW4	Epilepsy
uniprotkb:A0A1B0GU12	Epilepsy
uniprotkb:A0A1B0GVC7	Epilepsy
uniprotkb:A0A1B0GWD6	Epilepsy
uniprotkb:A0A1B0GVB9	Epilepsy
uniprotkb:A0A1B0GV24	Epilepsy
uniprotkb:A0A1B0GVZ1	Cutis laxa
uniprotkb:A0A1B0GWJ8	Cutis laxa
uniprotkb:A0A1B0GVW0	Cutis laxa
uniprotkb:A0A1B0GV60	Cutis laxa
uniprotkb:A0A1B0GTU8	Cutis laxa
uniprotkb:H7C3E1	Cutis laxa
uniprotkb:A0A1B0GUT7	Cutis laxa
uniprotkb:O75787	Cutis laxa
uniprotkb:B7Z413	Cutis laxa
uniprotkb:B7Z1I9	Cutis laxa
uniprotkb:A0A1B0GW13	Cutis laxa
uniprotkb:A0A1B0GTD6	Cutis laxa
uniprotkb:H7C240	Cutis laxa
uniprotkb:A0A1B0GVI9	Cutis laxa
uniprotkb:A0A1C7CYW4	Cutis laxa
uniprotkb:A0A1B0GU12	Cutis laxa
uniprotkb:A0A1B0GVC7	Cutis laxa
uniprotkb:A0A1B0GWD6	Cutis laxa
uniprotkb:A0A1B0GVB9	Cutis laxa
uniprotkb:A0A1B0GV24	Cutis laxa
uniprotkb:A0A1B0GVZ1	Congenital disorder of glycosylation
uniprotkb:A0A1B0GWJ8	Congenital disorder of glycosylation
uniprotkb:A0A1B0GVW0	Congenital disorder of glycosylation
uniprotkb:A0A1B0GV60	Congenital disorder of glycosylation
uniprotkb:A0A1B0GTU8	Congenital disorder of glycosylation
uniprotkb:H7C3E1	Congenital disorder of glycosylation
uniprotkb:A0A1B0GUT7	Congenital disorder of glycosylation
uniprotkb:O75787	Congenital disorder of glycosylation
uniprotkb:B7Z413	Congenital disorder of glycosylation
uniprotkb:B7Z1I9	Congenital disorder of glycosylation
uniprotkb:A0A1B0GW13	Congenital disorder of glycosylation
uniprotkb:A0A1B0GTD6	Congenital disorder of glycosylation
uniprotkb:H7C240	Congenital disorder of glycosylation
uniprotkb:A0A1B0GVI9	Congenital disorder of glycosylation
uniprotkb:A0A1C7CYW4	Congenital disorder of glycosylation
uniprotkb:A0A1B0GU12	Congenital disorder of glycosylation
uniprotkb:A0A1B0GVC7	Congenital disorder of glycosylation
uniprotkb:A0A1B0GWD6	Congenital disorder of glycosylation
uniprotkb:A0A1B0GVB9	Congenital disorder of glycosylation
uniprotkb:A0A1B0GV24	Congenital disorder of glycosylation
uniprotkb:H7C231	Microphthalmia
uniprotkb:C9JHP3	Microphthalmia
uniprotkb:Q6W2J9	Microphthalmia
uniprotkb:H7BZ37	Microphthalmia
uniprotkb:H7C2V9	Microphthalmia
uniprotkb:H7C231	Microphthalmia
uniprotkb:C9JHP3	Microphthalmia
uniprotkb:Q6W2J9	Microphthalmia
uniprotkb:H7BZ37	Microphthalmia
uniprotkb:H7C2V9	Microphthalmia
uniprotkb:H7C231	Coloboma
uniprotkb:C9JHP3	Coloboma
uniprotkb:Q6W2J9	Coloboma
uniprotkb:H7BZ37	Coloboma
uniprotkb:H7C2V9	Coloboma
uniprotkb:Q9UHG0	Nonsyndromic deafness
uniprotkb:Q9UHG0	Nonsyndromic deafness
uniprotkb:Q9UHG0	Nephronophthisis
uniprotkb:H0YA31	Cataract
uniprotkb:H0YA02	Cataract
uniprotkb:Q9NVE7	Cataract
uniprotkb:E9PHT6	Cataract
uniprotkb:H0Y9E4	Cataract
uniprotkb:D6RJF3	Cataract
uniprotkb:P12755	Cancer
uniprotkb:P12755	Craniosynostosis
uniprotkb:H3BNQ4	Primary ciliary dyskinesia
uniprotkb:Q8NEP3	Primary ciliary dyskinesia
uniprotkb:H3BP51	Primary ciliary dyskinesia
uniprotkb:H3BNQ4	Primary ciliary dyskinesia
uniprotkb:Q8NEP3	Primary ciliary dyskinesia
uniprotkb:H3BP51	Primary ciliary dyskinesia
uniprotkb:A0A1W2PPP1	Epilepsy
uniprotkb:A0A1W2PRY7	Epilepsy
uniprotkb:O14764	Epilepsy
uniprotkb:A0A1W2PQZ5	Epilepsy
uniprotkb:A0A1W2PQR3	Epilepsy
uniprotkb:A0A1W2PRC4	Epilepsy
uniprotkb:A0A1W2PPH3	Epilepsy
uniprotkb:A0A1W2PQT2	Epilepsy
uniprotkb:A0A0S2Z3S6	Chronic granulomatous disease
uniprotkb:A0A8Q3SIF1	Chronic granulomatous disease
uniprotkb:P04839	Chronic granulomatous disease
uniprotkb:A0A8Q3WMA3	Chronic granulomatous disease
uniprotkb:A0A8Q3SIJ1	Chronic granulomatous disease
uniprotkb:A0A0S2Z3S6	Chronic granulomatous disease
uniprotkb:A0A8Q3SIF1	Chronic granulomatous disease
uniprotkb:P04839	Chronic granulomatous disease
uniprotkb:A0A8Q3WMA3	Chronic granulomatous disease
uniprotkb:A0A8Q3SIJ1	Chronic granulomatous disease
uniprotkb:O75096	Congenital myasthenic syndrome
uniprotkb:E9PNJ5	Congenital myasthenic syndrome
uniprotkb:M0R281	Primary cutaneous amyloidosis
uniprotkb:P47929	Primary cutaneous amyloidosis
uniprotkb:Q53XM5	Fanconi anemia
uniprotkb:A0A8Q3WMK6	Fanconi anemia
uniprotkb:O15287	Fanconi anemia
uniprotkb:F8WC08	Fanconi anemia
uniprotkb:A0A8Q3SJ04	Fanconi anemia
uniprotkb:A0A8Q3WLH9	Fanconi anemia
uniprotkb:Q53XM5	Fanconi anemia
uniprotkb:A0A8Q3WMK6	Fanconi anemia
uniprotkb:O15287	Fanconi anemia
uniprotkb:F8WC08	Fanconi anemia
uniprotkb:A0A8Q3SJ04	Fanconi anemia
uniprotkb:A0A8Q3WLH9	Fanconi anemia
uniprotkb:O14949	Leigh disease
uniprotkb:O60383	Primary ovarian insufficiency
uniprotkb:B4DXG3	Primary ovarian insufficiency
uniprotkb:A0A8I5KUL2	Primary ovarian insufficiency
uniprotkb:A0A096LNN7	Neurodegenerative disease
uniprotkb:Q5SV17	Neurodegenerative disease
uniprotkb:A0A096LNN7	Autosomal dominant cerebellar ataxia
uniprotkb:Q5SV17	Autosomal dominant cerebellar ataxia
uniprotkb:Q96CV9	Neurodegenerative disease
uniprotkb:X6RKL2	Neurodegenerative disease
uniprotkb:A0A087X2G2	Neurodegenerative disease
uniprotkb:Q96CV9	Glaucoma
uniprotkb:X6RKL2	Glaucoma
uniprotkb:A0A087X2G2	Glaucoma
uniprotkb:Q96CV9	Amyotrophic lateral sclerosis
uniprotkb:X6RKL2	Amyotrophic lateral sclerosis
uniprotkb:A0A087X2G2	Amyotrophic lateral sclerosis
uniprotkb:Q96CV9	Amyotrophic lateral sclerosis
uniprotkb:X6RKL2	Amyotrophic lateral sclerosis
uniprotkb:A0A087X2G2	Amyotrophic lateral sclerosis
uniprotkb:A0A494C1B7	Polycystic ovary syndrome
uniprotkb:C9JNH8	Polycystic ovary syndrome
uniprotkb:E7EN38	Polycystic ovary syndrome
uniprotkb:Q92878	Polycystic ovary syndrome
uniprotkb:A0A494BZX5	Polycystic ovary syndrome
uniprotkb:A0A494C122	Polycystic ovary syndrome
uniprotkb:E7ESD9	Polycystic ovary syndrome
uniprotkb:A0A494BZW0	Polycystic ovary syndrome
uniprotkb:A0A494C0Y7	Polycystic ovary syndrome
uniprotkb:E9PM98	Polycystic ovary syndrome
uniprotkb:A0A494C1B7	Ovarian cancer
uniprotkb:C9JNH8	Ovarian cancer
uniprotkb:E7EN38	Ovarian cancer
uniprotkb:Q92878	Ovarian cancer
uniprotkb:A0A494BZX5	Ovarian cancer
uniprotkb:A0A494C122	Ovarian cancer
uniprotkb:E7ESD9	Ovarian cancer
uniprotkb:A0A494BZW0	Ovarian cancer
uniprotkb:A0A494C0Y7	Ovarian cancer
uniprotkb:E9PM98	Ovarian cancer
uniprotkb:F2Z2X9	Cataract
uniprotkb:A0A0S2Z3Y7	Cataract
uniprotkb:P07902	Cataract
